Label,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Month,Year,Date,monthSum12,monthSum13,monthSum14,monthSum15,date
"1, 2019",10921700.0,16231836.0,17017781.0,19407893.0,20956140.0,18195456.0,15239518.0,14701335.0,9913068.0,9486066.0,10375095.0,11133995.0,10855995.0,9558589.0,6699434.0,1,2019,2019-01-01,173579884.0,184435879.0,193994468.0,200693903.0,2019-01-01
"2, 2019",14548863.0,15232966.0,21502798.0,24025209.0,21546035.0,19567422.0,16809915.0,13001243.0,11947125.0,12353769.0,10270687.0,9958996.0,8886024.0,5755497.0,5557640.0,2,2019,2019-02-01,190765029.0,199651053.0,205406549.0,210964190.0,2019-02-01
"3, 2019",14204128.0,21329075.0,23890697.0,22582508.0,21096221.0,18399171.0,13842660.0,12678180.0,12813859.0,11404555.0,10840742.0,9963045.0,7070792.0,6767430.0,6837591.0,3,2019,2019-03-01,193044840.0,200115632.0,206883062.0,213720653.0,2019-03-01
"4, 2019",15869187.0,20593517.0,22810012.0,22100927.0,18375681.0,18677537.0,15056280.0,14464892.0,11485203.0,10399642.0,15907248.0,12824092.0,12041443.0,14803745.0,7186831.0,4,2019,2019-04-01,198564218.0,210605662.0,225409406.0,232596237.0,2019-04-01
"5, 2019",19423656.0,20932893.0,23820677.0,19857743.0,19608136.0,15978968.0,15200783.0,11305549.0,10310394.0,14510944.0,11678976.0,10831432.0,12888070.0,7214912.0,6379155.0,5,2019,2019-05-01,193460151.0,206348221.0,213563133.0,219942288.0,2019-05-01
"6, 2019",19951864.0,21886607.0,21781434.0,20249244.0,16256126.0,17301979.0,12475384.0,10979192.0,14800984.0,10972897.0,10871039.0,13196032.0,7407430.0,6582881.0,6407431.0,6,2019,2019-06-01,190722784.0,198130214.0,204713094.0,211120525.0,2019-06-01
"7, 2019",18514677.0,20816222.0,23030653.0,17481521.0,17539234.0,17164374.0,12669287.0,16123607.0,12378684.0,12350050.0,13322465.0,8136878.0,6931371.0,6744204.0,7065934.0,7,2019,2019-07-01,189527653.0,196459024.0,203203227.0,210269161.0,2019-07-01
"8, 2019",16645685.0,21904485.0,20680647.0,20670222.0,17457513.0,15061226.0,17787073.0,14253358.0,14086943.0,17066468.0,11821828.0,10508817.0,10198108.0,10794916.0,11451320.0,8,2019,2019-08-01,197944264.0,208142372.0,218937288.0,230388608.0,2019-08-01
"9, 2019",20101176.0,22192134.0,23717748.0,20178805.0,16674491.0,20582688.0,17728860.0,20566063.0,23054020.0,17749024.0,23232200.0,22593109.0,23521612.0,23848925.0,18762691.0,9,2019,2019-09-01,248370317.0,271891929.0,295740854.0,314503544.0,2019-09-01
"10, 2019",21083480.0,22204073.0,16920794.0,15401201.0,19671673.0,21280490.0,24715156.0,24920299.0,19559351.0,25071912.0,23147289.0,23754617.0,24083021.0,22355178.0,21666731.0,10,2019,2019-10-01,257730337.0,281813358.0,304168536.0,325835267.0,2019-10-01
"11, 2019",22128639.0,16899280.0,15893803.0,21045629.0,21840497.0,26666403.0,29949866.0,26734972.0,32348042.0,27802432.0,28569703.0,28689303.0,26645598.0,27053255.0,24187465.0,11,2019,2019-11-01,298568569.0,325214167.0,352267422.0,376454887.0,2019-11-01
"12, 2019",15443504.0,16951227.0,18926317.0,20788263.0,25099711.0,27180313.0,25874434.0,30652512.0,26984175.0,27008632.0,24837438.0,24584936.0,23325597.0,20998528.0,22009045.0,12,2019,2019-12-01,284331465.0,307657062.0,328655590.0,350664635.0,2019-12-01
"1, 2020",15234020.0,17224160.0,20378240.0,26157731.0,23228246.0,27390690.0,30750168.0,28460707.0,29151051.0,25827830.0,24485344.0,23463498.0,21842539.0,22757966.0,23407625.0,1,2020,2020-01-01,291751684.0,313594224.0,336352189.0,359759814.0,2020-01-01
"2, 2020",13965173.0,16645208.0,26516527.0,25720359.0,30319164.0,31671957.0,31341141.0,30771220.0,27112798.0,25805015.0,24729715.0,22980398.0,24024895.0,25191687.0,23591305.0,2,2020,2020-02-01,307578674.0,331603569.0,356795256.0,380386561.0,2020-02-01
"3, 2020",14584349.0,22258971.0,24667036.0,31711238.0,36376655.0,35796979.0,34679696.0,33236524.0,32474861.0,29807646.0,27564701.0,28440989.0,29143960.0,28444448.0,28020488.0,3,2020,2020-03-01,351599646.0,380743605.0,409188053.0,437208541.0,2020-03-01
"4, 2020",19902646.0,21649909.0,30716666.0,36455458.0,35827011.0,35140246.0,31742947.0,31569503.0,29757614.0,27495461.0,29783044.0,30853123.0,30836714.0,29976058.0,23767222.0,4,2020,2020-04-01,360893629.0,391730343.0,421706401.0,445473623.0,2020-04-01
"6, 2020",26755235.0,38617171.0,40223906.0,41254804.0,39244358.0,39198688.0,35908576.0,31647529.0,34045803.0,33537148.0,34591936.0,29182583.0,26677440.0,23060190.0,21574873.0,6,2020,2020-06-01,424207738.0,450885178.0,473945368.0,495520241.0,2020-06-01
"7, 2020",28989736.0,34890374.0,39037281.0,41132319.0,43695091.0,41351871.0,36518361.0,39276411.0,36841103.0,39148073.0,37853387.0,36367996.0,30675029.0,23238171.0,22304642.0,7,2020,2020-07-01,455102003.0,485777032.0,509015203.0,531319845.0,2020-07-01
"8, 2020",28989315.0,39855393.0,39801932.0,43478152.0,43768620.0,37430498.0,42224129.0,39435081.0,41120070.0,41353440.0,36226507.0,26300961.0,24555965.0,23608431.0,22366291.0,8,2020,2020-08-01,459984097.0,484540062.0,508148493.0,530514785.0,2020-08-01
"9, 2020",36461934.0,41595769.0,47138070.0,48770726.0,41228884.0,47226149.0,48835908.0,42159369.0,44048679.0,40759082.0,31989261.0,28838287.0,28111212.0,25975126.0,23655766.0,9,2020,2020-09-01,499052118.0,527163330.0,553138456.0,576794222.0,2020-09-01
"10, 2020",38322579.0,46505418.0,47021172.0,41673623.0,48466846.0,48353437.0,46870119.0,46336424.0,41918684.0,36900247.0,36183891.0,27398332.0,21359804.0,21807362.0,21531289.0,10,2020,2020-10-01,505950773.0,527310577.0,549117939.0,570649228.0,2020-10-01
"11, 2020",46793103.0,48612683.0,43580517.0,51072956.0,50458536.0,50686053.0,49981339.0,43777528.0,38870173.0,26360761.0,24478932.0,22353573.0,22493881.0,22086943.0,17840818.0,11,2020,2020-11-01,497026152.0,519520034.0,541606976.0,559447794.0,2020-11-01
"12, 2020",48105209.0,43190859.0,50647072.0,50557610.0,50707719.0,49756999.0,49006145.0,41967049.0,28456895.0,26970674.0,23324230.0,23119204.0,22618020.0,18210153.0,18891154.0,12,2020,2020-12-01,485809661.0,508427681.0,526637834.0,545528988.0,2020-12-01
"1, 2021",42259417.0,51234432.0,51981624.0,51799662.0,50274648.0,49124057.0,39661006.0,28148449.0,30472477.0,27816051.0,26731709.0,26391792.0,20784679.0,21411767.0,20434898.0,1,2021,2021-01-01,475895325.0,496680003.0,518091770.0,538526668.0,2021-01-01
"2, 2021",45668658.0,47231333.0,46950855.0,47975869.0,44747090.0,40078161.0,27316518.0,30433791.0,27501144.0,28768301.0,27143234.0,20813543.0,20601350.0,19595182.0,20167572.0,2,2021,2021-02-01,434628500.0,455229849.0,474825031.0,494992603.0,2021-02-01
"3, 2021",43169721.0,45712262.0,48027541.0,47508284.0,41700261.0,31147843.0,32229753.0,28618916.0,29322677.0,27196979.0,20736610.0,20620149.0,19555277.0,20186371.0,18149814.0,3,2021,2021-03-01,415990996.0,435546273.0,455732644.0,473882458.0,2021-03-01
"4, 2021",40858275.0,44693297.0,45465589.0,40763267.0,32707634.0,36184081.0,32340121.0,29761389.0,29079865.0,23197514.0,22989822.0,21378290.0,22055023.0,19420191.0,15387960.0,4,2021,2021-04-01,399419143.0,421474166.0,440894357.0,456282317.0,2021-04-01
"5, 2021",41454792.0,44377792.0,44357013.0,39107624.0,40154317.0,36696440.0,39248306.0,33784520.0,29853125.0,26594735.0,25767397.0,26050486.0,22186467.0,18140998.0,13437403.0,5,2021,2021-05-01,427446548.0,449633015.0,467774013.0,481211416.0,2021-05-01
"6, 2021",41148806.0,43945860.0,39029022.0,43307400.0,38039289.0,40190583.0,37899067.0,31038547.0,30831744.0,29483100.0,28192361.0,24853798.0,24966536.0,17013507.0,17034587.0,6,2021,2021-06-01,427959577.0,452926114.0,469939621.0,486974207.0,2021-06-01
"7, 2021",39046063.0,39784131.0,45537099.0,42270776.0,47270476.0,40564413.0,38667090.0,31802272.0,31431331.0,30816265.0,25084384.0,25377416.0,20903628.0,17193233.0,13014737.0,7,2021,2021-07-01,437651716.0,458555344.0,475748577.0,488763314.0,2021-07-01
"8, 2021",37629979.0,43338693.0,43187079.0,49327457.0,41168565.0,35430591.0,35782242.0,34910861.0,34471200.0,28536771.0,28951657.0,23736096.0,19538966.0,15478865.0,14882024.0,8,2021,2021-08-01,436471193.0,456010159.0,471489024.0,486371047.0,2021-08-01
"9, 2021",41312399.0,43849219.0,50149510.0,40842862.0,35208007.0,36489971.0,42593781.0,37564157.0,32786802.0,33313712.0,27172234.0,23104352.0,19868207.0,19045597.0,16902182.0,9,2021,2021-09-01,444387006.0,464255213.0,483300810.0,500202992.0,2021-09-01
"10, 2021",37936589.0,46458937.0,43436738.0,37386759.0,40646957.0,46980368.0,47802883.0,35013394.0,33228247.0,27199740.0,23065592.0,19770125.0,17414557.0,16984290.0,16405997.0,10,2021,2021-10-01,438926329.0,456340886.0,473325177.0,489731173.0,2021-10-01
"11, 2021",41818382.0,41152630.0,37396733.0,42155634.0,44798764.0,47013291.0,41545834.0,35569541.0,30867213.0,26471812.0,23961526.0,21195053.0,17946265.0,17321730.0,15869408.0,11,2021,2021-11-01,433946415.0,451892680.0,469214410.0,485083819.0,2021-11-01
"12, 2021",33555162.0,34365792.0,42231923.0,47058987.0,50449620.0,44695619.0,45163417.0,39579860.0,32394153.0,32241075.0,27986277.0,24194808.0,24060169.0,19540941.0,20637572.0,12,2021,2021-12-01,453916693.0,477976862.0,497517803.0,518155375.0,2021-12-01
"1, 2022",31090624.0,41379320.0,54927683.0,57842709.0,53343141.0,54134950.0,49219647.0,43593001.0,45236568.0,40647889.0,33966637.0,30501640.0,26015963.0,26102954.0,25073201.0,1,2022,2022-01-01,535883809.0,561899772.0,588002726.0,613075927.0,2022-01-01
"2, 2022",38868592.0,49945253.0,55755293.0,53585368.0,54217386.0,53344601.0,48714668.0,45956486.0,40829184.0,33878546.0,30595699.0,26552623.0,26979689.0,26128250.0,26682934.0,2,2022,2022-02-01,532243698.0,559223387.0,585351637.0,612034571.0,2022-02-01
"3, 2022",42280350.0,49290127.0,50923741.0,52856775.0,54304722.0,54069273.0,55461981.0,49804720.0,37069496.0,32475821.0,25599608.0,24001910.0,23121772.0,23733304.0,17214354.0,3,2022,2022-03-01,528138525.0,551260297.0,574993602.0,592207956.0,2022-03-01
"4, 2022",43408624.0,48886421.0,52185142.0,52729318.0,59525139.0,62104085.0,59693268.0,53866309.0,40079449.0,34287673.0,34669658.0,33668392.0,34618702.0,30337838.0,28471751.0,4,2022,2022-04-01,575103478.0,609722180.0,640060018.0,668531768.0,2022-04-01
"5, 2022",35010149.0,40878805.0,48243810.0,59145444.0,61565190.0,62987983.0,56815588.0,49882658.0,51094065.0,54063648.0,46706021.0,47010461.0,44491087.0,42464299.0,40571625.0,5,2022,2022-05-01,613403822.0,657894909.0,700359208.0,740930833.0,2022-05-01
"6, 2022",39559921.0,46461235.0,57064628.0,62954385.0,64793982.0,59743005.0,55382122.0,56064750.0,57739367.0,56887169.0,50886393.0,48247974.0,49021532.0,44508214.0,38556382.0,6,2022,2022-06-01,655784929.0,704806462.0,749314676.0,787871058.0,2022-06-01
"7, 2022",34255666.0,44835712.0,53059809.0,57324623.0,58102814.0,55397732.0,56726633.0,57346422.0,58022317.0,57600033.0,48065693.0,51289284.0,46662364.0,44992891.0,42038385.0,7,2022,2022-07-01,632026738.0,678689102.0,723681993.0,765720378.0,2022-07-01
"8, 2022",34477524.0,49274348.0,63657048.0,68350975.0,62031398.0,58786189.0,57875041.0,59639829.0,59918516.0,59559429.0,49431125.0,52700223.0,47717008.0,45024516.0,42071050.0,8,2022,2022-08-01,539249549.0,591949772.0,639666781.0,684691297.0,2022-08-01
"9, 2022",46815434.0,50279888.0,58242724.0,60605238.0,59692015.0,64164246.0,64122448.0,63913680.0,59528975.0,62838973.0,62179941.0,53640119.0,47080338.0,46741373.0,40514456.0,9,2022,2022-09-01,706023682.0,753104019.0,799845392.0,840359849.0,2022-09-01
"10, 2022",46964350.0,53594852.0,55729519.0,56929248.0,65976211.0,67406710.0,70264688.0,61430578.0,62809969.0,63164758.0,59317935.0,53293693.0,44202368.0,42407990.0,42407990.0,10,2022,2022-10-01,716882513.0,761084882.0,803492872.0,845900862.0,2022-10-01
"11, 2022",51164878.0,51394878.0,53791316.0,65189214.0,68573744.0,71754682.0,66321934.0,67323728.0,68059471.0,63475228.0,57496569.0,45982429.0,40001574.0,38659366.0,20187508.0,11,2022,2022-11-01,730528072.0,770529646.0,809189012.0,829376520.0,2022-11-01
"12, 2022",50349182.0,50579182.0,53054559.0,64373517.0,67784358.0,70938986.0,65532548.0,66508032.0,67243775.0,62685842.0,56680873.0,45193043.0,40001574.0,38659366.0,20187508.0,12,2022,2022-12-01,720923896.0,760925470.0,799584837.0,819772344.0,2022-12-01
"1, 2023",53715348.0,64303442.0,67282979.0,72280680.0,67739031.0,69396522.0,69015292.0,65357289.0,58820378.0,44793481.0,41475569.0,41138483.0,25317526.0,19445038.0,17671517.0,1,2023,2023-01-01,715318493.0,740636019.0,760081057.0,777752574.0,2023-01-01
"2, 2023",47649061.0,55411483.0,56365848.0,63243262.0,61088828.0,64739015.0,66240436.0,62900425.0,62039085.0,44404570.0,40182864.0,39396261.0,24668082.0,19273025.0,17018184.0,2,2023,2023-02-01,663661137.0,688329219.0,707602244.0,724620428.0,2023-02-01
"3, 2023",54379394.0,56927098.0,62855360.0,61635345.0,65112642.0,65185837.0,65165478.0,66278247.0,42597387.0,42924638.0,45154558.0,25255175.0,20505408.0,18129720.0,15823030.0,3,2023,2023-03-01,653471159.0,673976567.0,692106287.0,707929317.0,2023-03-01
"4, 2023",49974641.0,57028865.0,56463998.0,60977201.0,63913217.0,62014732.0,63395121.0,48079385.0,48643726.0,51601385.0,31139750.0,27831814.0,23302393.0,21387498.0,17387351.0,4,2023,2023-04-01,621063837.0,644366230.0,665753727.0,683141079.0,2023-04-01
"5, 2023",56192562.0,58644243.0,64126790.0,66970953.0,65390591.0,67615700.0,52577767.0,52899042.0,56110682.0,34351239.0,37953099.0,26482900.0,24730147.0,19830885.0,20350035.0,5,2023,2023-05-01,639315570.0,664045718.0,683876603.0,704226637.0,2023-05-01
"6, 2023",55019043.0,61154669.0,68340696.0,67858965.0,67525493.0,53586880.0,51494241.0,55556774.0,37435506.0,37065615.0,32675981.0,30751340.0,25273594.0,20389854.0,20389854.0,6,2023,2023-06-01,618465203.0,643738797.0,664128651.0,684518505.0,2023-06-01
"7, 2023",44830969.0,50961716.0,56068562.0,62203418.0,54882331.0,55242884.0,58007071.0,44166365.0,42733092.0,35909422.0,33481732.0,27906356.0,28727960.0,26954360.0,23795440.0,7,2023,2023-07-01,566393917.0,595121877.0,622076237.0,645871677.0,2023-07-01
"8, 2023",49166698.0,57869802.0,63785822.0,58824822.0,59692032.0,64110567.0,57911829.0,47412568.0,41545911.0,39203498.0,32898494.0,33800254.0,32783861.0,30373963.0,29967789.0,8,2023,2023-08-01,606222297.0,639006158.0,669380121.0,699347910.0,2023-08-01
"9, 2023",41858238.05,48779655.59,52586589.54,54199728.05,53631990.9,51835510.86,52508208.93,50155262.03,44577962.53,42149582.41,40435857.41,38990485.4,29745151.47,26540638.51,24674902.8,9,2023,2023-09-01,571709072.0,601454223.0,627994862.0,652669765.0,2023-09-01
"10, 2023",50180939.51,45442561.81,51047087.15,52159194.29,51581065.59,47740017.41,39946549.09,38232824.09,33825631.39,30208748.98,22262849.37,19933638.03,24344452.0,22473333.18,16355627.0,10,2023,2023-10-01,482561107.0,506905559.0,529378892.0,545734519.0,2023-10-01
"11, 2023",51086089.7,44964144.45,52804680.88,54243993.82,54018804.57,46867491.57,38051069.42,38051069.42,34917125.06,27815284.77,24905812.33,19267250.12,23818814.18,21856582.87,17599729.18,11,2023,2023-11-01,486992816.0,510811630.0,532668213.0,550267942.0,2023-11-01
"12, 2023",36746028.86,40518151.53,51328604.9,46403839.51,47882190.21,43058061.78,40673432.32,39199058.0,36292340.19,35151194.7,34154644.47,27392836.09,23957668.63,21912640.78,17225071.13,12,2023,2023-12-01,478800383.0,502758051.0,524670692.0,541895763.0,2023-12-01
"1, 2024",35252571.85,47905008.38,47750188.44,53398560.39,47220826.77,45539136.42,43026268.96,40156816.92,40991880.7,38321812.77,33897551.81,27177441.1,23570842.42,19478137.63,18985341.55,1,2024,2024-01-01,500638064.0,524208907.0,543687045.0,562672386.0,2024-01-01
"2, 2024",37706173.54,44681736.06,52324801.99,50386543.94,47943983.58,46909778.55,43747934.78,46197996.3,44346063.05,38836599.55,36718222.2,29315204.23,26177832.13,24630864.51,23026580.18,2,2024,2024-02-01,519115038.0,545292870.0,569923734.0,592950315.0,2024-02-01
"3, 2024",48628901.79,55827536.58,51455154.68,52781536.7,53237825.72,49706037.48,52669076.55,50746703.32,44921180.03,42665170.99,33737913.21,25898666.86,25249477.92,22394406.31,15014519.45,3,2024,2024-03-01,562275704.0,587525182.0,609919588.0,624934108.0,2024-03-01
"4, 2024",38795312.51,48919531.48,57423787.27,52536629.82,61781583.06,62788730.49,59304144.51,58180144.63,49350054.48,39458576.69,38379892.59,33930848.54,29491402.36,19416771.93,19781280.22,4,2024,2024-04-01,600849236.0,630340638.0,649757410.0,669538691.0,2024-04-01
"5, 2024",38571913.98,55138344.19,56221565.62,59124155.66,60288051.69,63429247.56,58662223.84,54652963.43,44492002.01,48079901.18,40747367.51,38192634.3,21289673.59,21686289.09,20901633.21,5,2024,2024-05-01,617600371.0,638890045.0,660576334.0,681477967.0,2024-05-01
"6, 2024",39326706.77,50089123.17,57028011.96,57772234.85,62749887.73,59051607.05,56186494.85,50014722.9,50218843.33,43232724.95,40907720.12,33464073.76,29081909.17,28085953.48,27013879.99,6,2024,2024-06-01,600042151.0,629124061.0,657210014.0,684223894.0,2024-06-01
"7, 2024",41973050.93,52901233.88,59679791.54,65246491.28,64700803.21,64833361.57,55498513.82,57262877.09,51668076.63,47128711.17,39779290.32,40929632.82,35617434.24,33357992.31,34022759.59,7,2024,2024-07-01,641601834.0,677219269.0,710577261.0,744600020.0,2024-07-01
"8, 2024",51537340.32,54768835.13,73258971.67,71106025.41,73133523.55,56744802.96,63517541.02,59644661.72,53055293.02,44551020.57,43238076.53,43402840.98,36517053.71,37644569.62,25977086.75,8,2024,2024-08-01,687958933.0,724475987.0,762120556.0,788097643.0,2024-08-01
"9, 2024",54042884.3,57463747.18,54305711.86,58153781.52,59176395.76,72672467.22,57478410.59,52622263.23,56271943.12,49353956.95,49353956.95,47430556.33,43595761.31,33199023.97,33953949.58,9,2024,2024-09-01,668326075.0,711921836.3,745120860.3,779074809.9,2024-09-01
"10, 2024",51951693.3,56297316.1,60803596.54,62076417.27,71379530.06,54997728.8,53612099.03,52567381.3,46745846.41,52989687.21,48765183.91,53523074.19,33542832.59,33137735.65,32949415.65,10,2024,2024-10-01,665709554.1,699252386.7,732390122.4,765339538.0,2024-10-01
"11, 2024",56785863.08,61292143.51,62517685.2,71868077.03,55470516.09,54100646.01,53040168.59,47234393.38,53478234.18,49237971.21,54484408.46,33542832.59,33137735.65,32949415.65,25568977.41,11,2024,2024-11-01,653052939.3,686190675.0,719140090.6,744709068.0,2024-11-01
"12, 2024",67434039.1588617,56929415.4368406,69042828.46269844,68758210.41302295,72497307.14956713,59139892.84437896,54937327.07417935,64778600.61181633,60757815.35040806,55252764.801753886,45256401.93188496,46006778.10328101,44241503.10328101,40069193.54809488,36262727.97781161,12,2024,2024-12-01,720791381.3386934,765032884.4419744,805102077.9900693,841364805.9678808,2024-12-01
